Size_MB,Lifetime
240,2
240,5
240,2
240,665
240,4
240,2
720,2
240,4
6.75,3
240,659
720,4
720,2
480,2
240,4
240,2
480,654
480,5
480,2
480,650
480,3
480,433
480,648
480,2
2.25,643
480,3
240,9
240,2
240,3
2.25,4
240,2
240,4
240,2
240,635
240,2
240,22
0.3125,2
240,3
240,2
0.3125,632
0.3125,2
240,628
240,4
240,2
240,626
240,3
0.3125,2
240,2
0.3125,2
0.3125,623
0.3125,2
0.3125,619
0.3125,2
0.3125,3
240,617
0.3125,2
240,616
240,9
240,2
240,2
240,5
240,2
240,604
240,4
240,2
960,2
240,4
9,3
960,599
960,4
960,2
960,595
960,2
240,2
960,3
9,3
240,2
240,4
240,2
240,587
240,2
240,13
0.3125,2
240,3
240,2
0.3125,584
0.3125,2
240,580
240,4
240,2
240,578
240,3
0.3125,2
240,2
0.3125,2
0.3125,575
0.3125,2
0.3125,571
0.3125,2
0.3125,3
240,569
0.3125,2
240,568
240,9
240,2
240,2
240,5
240,2
240,556
240,4
240,2
720,2
240,4
6.75,3
240,550
720,4
720,2
480,2
240,4
240,2
480,545
480,5
480,2
480,541
480,3
480,504
480,539
480,2
2.25,534
480,3
240,9
240,2
240,3
2.25,4
240,2
240,4
240,2
240,526
240,2
240,22
0.3125,2
240,3
240,2
0.3125,523
0.3125,2
240,519
240,4
240,2
240,517
240,3
0.3125,2
240,2
0.3125,2
0.3125,514
0.3125,2
0.3125,510
0.3125,2
0.3125,3
240,508
0.3125,2
240,507
240,9
240,2
240,2
240,5
240,2
240,495
240,4
240,2
960,2
240,4
9,3
960,490
960,4
960,2
960,486
960,2
240,2
960,3
9,3
240,2
240,4
240,2
240,478
240,2
240,13
0.3125,2
240,3
240,2
0.3125,475
0.3125,2
240,471
240,4
240,2
240,469
240,3
0.3125,2
240,2
0.3125,2
0.3125,466
0.3125,2
0.3125,462
0.3125,2
0.3125,3
240,460
0.3125,2
240,459
240,9
240,2
240,2
240,5
240,2
240,447
240,4
240,2
720,2
240,4
6.75,3
240,441
720,4
720,2
480,2
240,4
240,2
480,436
480,5
480,2
480,432
480,3
480,575
480,430
480,2
2.25,425
480,3
240,9
240,2
240,3
2.25,4
240,2
240,4
240,2
240,417
240,2
240,22
0.3125,2
240,3
240,2
0.3125,414
0.3125,2
240,410
240,4
240,2
240,408
240,3
0.3125,2
240,2
0.3125,2
0.3125,405
0.3125,2
0.3125,401
0.3125,2
0.3125,3
240,399
0.3125,2
240,398
240,9
240,2
240,2
240,5
240,2
240,386
240,4
240,2
960,2
240,4
9,3
960,381
960,4
960,2
960,377
960,2
240,2
960,3
9,3
240,2
240,4
240,2
240,369
240,2
240,13
0.3125,2
240,3
240,2
0.3125,366
0.3125,2
240,362
240,4
240,2
240,360
240,3
0.3125,2
240,2
0.3125,2
0.3125,357
0.3125,2
0.3125,353
0.3125,2
0.3125,3
240,351
0.3125,2
240,350
240,9
240,2
240,2
240,5
240,2
240,338
240,4
240,2
720,2
240,4
6.75,3
240,332
720,4
720,2
480,2
240,4
240,2
480,327
480,5
480,2
480,323
480,3
480,646
480,321
480,2
2.25,316
480,3
240,9
240,2
240,3
2.25,4
240,2
240,4
240,2
240,308
240,2
240,22
0.3125,2
240,3
240,2
0.3125,305
0.3125,2
240,301
240,4
240,2
240,299
240,3
0.3125,2
240,2
0.3125,2
0.3125,296
0.3125,2
0.3125,292
0.3125,2
0.3125,3
240,290
0.3125,2
240,289
240,9
240,2
240,2
240,5
240,2
240,277
240,4
240,2
960,2
240,4
9,3
960,272
960,4
960,2
960,268
960,2
240,2
960,3
9,3
240,2
240,4
240,2
240,260
240,2
240,13
0.3125,2
240,3
240,2
0.3125,257
0.3125,2
240,253
240,4
240,2
240,251
240,3
0.3125,2
240,2
0.3125,2
0.3125,248
0.3125,2
0.3125,244
0.3125,2
0.3125,3
240,242
0.3125,2
240,241
240,9
240,2
240,2
240,5
240,2
240,229
240,4
240,2
720,2
240,4
6.75,3
240,223
720,4
720,2
480,2
240,4
240,2
480,218
480,5
480,2
480,214
480,3
480,717
480,212
480,2
2.25,207
480,3
240,9
240,2
240,3
2.25,4
240,2
240,4
240,2
240,199
240,2
240,22
0.3125,2
240,3
240,2
0.3125,196
0.3125,2
240,192
240,4
240,2
240,190
240,3
0.3125,2
240,2
0.3125,2
0.3125,187
0.3125,2
0.3125,183
0.3125,2
0.3125,3
240,181
0.3125,2
240,180
240,9
240,2
240,2
240,5
240,2
240,168
240,4
240,2
960,2
240,4
9,3
960,163
960,4
960,2
960,159
960,2
240,2
960,3
9,3
240,2
240,4
240,2
240,151
240,2
240,13
0.3125,2
240,3
240,2
0.3125,148
0.3125,2
240,144
240,4
240,2
240,142
240,3
0.3125,2
240,2
0.3125,2
0.3125,139
0.3125,2
0.3125,135
0.3125,2
0.3125,3
240,133
0.3125,2
240,132
240,9
240,2
240,2
240,5
240,2
240,120
240,4
240,2
720,2
240,4
6.75,3
240,114
720,4
720,2
480,2
240,4
240,2
480,109
480,5
480,2
480,105
480,3
480,788
480,103
480,2
2.25,98
480,3
240,9
240,2
240,3
2.25,4
240,2
240,4
240,2
240,90
240,2
240,22
0.3125,2
240,3
240,2
0.3125,87
0.3125,2
240,83
240,4
240,2
240,81
240,3
0.3125,2
240,2
0.3125,2
0.3125,78
0.3125,2
0.3125,74
0.3125,2
0.3125,3
240,72
0.3125,2
240,71
240,9
240,2
240,2
240,5
240,2
240,59
240,4
240,2
960,2
240,4
9,3
960,54
960,4
960,2
960,50
960,2
240,2
960,3
9,3
240,2
240,4
240,2
240,42
240,2
240,13
0.3125,2
240,3
240,2
0.3125,39
0.3125,2
240,35
240,4
240,2
240,33
240,3
0.3125,2
240,2
0.3125,2
0.3125,30
0.3125,2
0.3125,26
0.3125,2
0.3125,3
240,24
0.3125,2
240,23
240,9
240,2
240,2
240,5
240,2
240,13
240,4
240,2
1.875,9
240,3
0.00390625,2
1.875,2
1.875,3
2.25,3
1.875,4
1.875,4
1.875,2
1.875,2
1.875,2
1.875,2
