Size_MB,Lifetime
0.00390625,1142
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
0.5625,3
294,3
294,1132
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1135
0.00390625,1135
0.00390625,1
0.00390625,1
294,1
0.00390625,1
1176,2
0.25,3
294,3
1176,1127
1176,4
0.00390625,2
0.00390625,1
0.00390625,1
1176,1128
0.00390625,1128
0.00390625,1
0.00390625,1
1176,1
0.00390625,1
1176,2
1176,1121
294,2
0.25,3
1176,20
294,1114
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1117
0.00390625,1117
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
0.5625,3
294,3
294,1107
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1110
0.00390625,1110
0.00390625,1
0.00390625,1
294,1
0.00390625,1
1176,2
0.25,3
294,3
1176,1102
1176,4
0.00390625,2
0.00390625,1
0.00390625,1
1176,1103
0.00390625,1103
0.00390625,1
0.00390625,1
1176,1
0.00390625,1
1176,2
1176,1096
294,2
0.25,3
1176,20
294,1089
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1092
0.00390625,1092
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
0.5625,3
294,3
294,1082
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1085
0.00390625,1085
0.00390625,1
0.00390625,1
294,1
0.00390625,1
1176,2
0.25,3
294,3
1176,1077
1176,4
0.00390625,2
0.00390625,1
0.00390625,1
1176,1078
0.00390625,1078
0.00390625,1
0.00390625,1
1176,1
0.00390625,1
1176,2
1176,1071
294,2
0.25,3
1176,20
294,1064
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1067
0.00390625,1067
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
0.5625,3
294,3
294,1057
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1060
0.00390625,1060
0.00390625,1
0.00390625,1
294,1
0.00390625,1
1176,2
0.25,3
294,3
1176,1052
1176,4
0.00390625,2
0.00390625,1
0.00390625,1
1176,1053
0.00390625,1053
0.00390625,1
0.00390625,1
1176,1
0.00390625,1
1176,2
1176,1046
294,2
0.25,3
1176,20
294,1039
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1042
0.00390625,1042
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
0.5625,3
294,3
294,1032
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1035
0.00390625,1035
0.00390625,1
0.00390625,1
294,1
0.00390625,1
1176,2
0.25,3
294,3
1176,1027
1176,4
0.00390625,2
0.00390625,1
0.00390625,1
1176,1028
0.00390625,1028
0.00390625,1
0.00390625,1
1176,1
0.00390625,1
1176,2
1176,1021
294,2
0.25,3
1176,20
294,1014
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1017
0.00390625,1017
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
0.5625,3
294,3
294,1007
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1010
0.00390625,1010
0.00390625,1
0.00390625,1
294,1
0.00390625,1
1176,2
0.25,3
294,3
1176,1002
1176,4
0.00390625,2
0.00390625,1
0.00390625,1
1176,1003
0.00390625,1003
0.00390625,1
0.00390625,1
1176,1
0.00390625,1
1176,2
1176,996
588,2
0.5,3
1176,20
588,989
588,4
0.00390625,2
0.00390625,1
0.00390625,1
588,992
0.00390625,992
0.00390625,1
0.00390625,1
588,1
0.00390625,1
147,2
2.25,3
588,3
147,982
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,985
0.00390625,985
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,977
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,978
0.00390625,978
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
2,3
1176,19
588,2
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,969
0.00390625,969
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,964
147,2
1,3
588,9
147,957
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,960
0.00390625,960
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,950
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,953
0.00390625,953
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,945
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,946
0.00390625,946
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,939
147,2
1,3
588,20
147,932
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,935
0.00390625,935
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,925
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,928
0.00390625,928
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,920
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,921
0.00390625,921
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,914
147,2
1,3
588,20
147,907
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,910
0.00390625,910
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,900
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,903
0.00390625,903
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,895
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,896
0.00390625,896
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,889
147,2
1,3
588,20
147,882
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,885
0.00390625,885
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,875
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,878
0.00390625,878
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,870
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,871
0.00390625,871
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,864
147,2
1,3
588,20
147,857
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,860
0.00390625,860
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,850
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,853
0.00390625,853
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,845
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,846
0.00390625,846
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,839
147,2
1,3
588,20
147,832
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,835
0.00390625,835
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,825
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,828
0.00390625,828
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,820
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,821
0.00390625,821
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,814
147,2
1,3
588,20
147,807
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,810
0.00390625,810
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,800
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,803
0.00390625,803
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,795
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,796
0.00390625,796
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,789
147,2
1,3
588,20
147,782
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,785
0.00390625,785
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,775
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,778
0.00390625,778
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,770
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,771
0.00390625,771
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,764
147,2
1,3
588,20
147,757
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,760
0.00390625,760
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,750
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,753
0.00390625,753
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,745
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,746
0.00390625,746
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,739
147,2
1,3
588,20
147,732
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,735
0.00390625,735
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,725
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,728
0.00390625,728
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,720
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,721
0.00390625,721
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,714
147,2
1,3
588,20
147,707
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,710
0.00390625,710
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,700
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,703
0.00390625,703
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,695
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,696
0.00390625,696
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,689
147,2
1,3
588,20
147,682
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,685
0.00390625,685
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,675
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,678
0.00390625,678
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,670
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,671
0.00390625,671
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,664
147,2
1,3
588,20
147,657
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,660
0.00390625,660
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,650
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,653
0.00390625,653
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,645
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,646
0.00390625,646
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,639
147,2
1,3
588,20
147,632
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,635
0.00390625,635
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,625
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,628
0.00390625,628
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,620
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,621
0.00390625,621
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,614
147,2
1,3
588,20
147,607
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,610
0.00390625,610
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,600
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,603
0.00390625,603
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,595
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,596
0.00390625,596
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,589
147,2
1,3
588,20
147,582
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,585
0.00390625,585
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,575
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,578
0.00390625,578
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,570
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,571
0.00390625,571
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,564
147,2
1,3
588,20
147,557
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,560
0.00390625,560
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,550
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,553
0.00390625,553
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,545
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,546
0.00390625,546
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,539
147,2
1,3
588,20
147,532
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,535
0.00390625,535
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,525
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,528
0.00390625,528
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,520
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,521
0.00390625,521
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,514
147,2
1,3
588,20
147,507
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,510
0.00390625,510
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,500
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,503
0.00390625,503
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,495
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,496
0.00390625,496
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,489
147,2
1,3
588,20
147,482
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,485
0.00390625,485
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,475
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,478
0.00390625,478
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,470
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,471
0.00390625,471
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,464
147,2
1,3
588,20
147,457
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,460
0.00390625,460
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,450
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,453
0.00390625,453
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,445
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,446
0.00390625,446
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,439
147,2
1,3
588,20
147,432
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,435
0.00390625,435
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,425
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,428
0.00390625,428
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,420
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,421
0.00390625,421
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,414
147,2
1,3
588,20
147,407
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,410
0.00390625,410
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,400
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,403
0.00390625,403
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,395
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,396
0.00390625,396
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,389
147,2
1,3
588,20
147,382
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,385
0.00390625,385
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,375
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,378
0.00390625,378
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,370
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,371
0.00390625,371
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,364
147,2
1,3
588,20
147,357
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,360
0.00390625,360
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,350
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,353
0.00390625,353
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,345
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,346
0.00390625,346
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,339
147,2
1,3
588,20
147,332
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,335
0.00390625,335
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,325
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,328
0.00390625,328
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,320
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,321
0.00390625,321
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,314
147,2
1,3
588,20
147,307
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,310
0.00390625,310
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,300
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,303
0.00390625,303
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,295
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,296
0.00390625,296
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,289
147,2
1,3
588,20
147,282
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,285
0.00390625,285
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,275
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,278
0.00390625,278
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,270
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,271
0.00390625,271
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,264
147,2
1,3
588,20
147,257
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,260
0.00390625,260
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,250
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,253
0.00390625,253
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,245
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,246
0.00390625,246
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,239
147,2
1,3
588,20
147,232
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,235
0.00390625,235
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,225
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,228
0.00390625,228
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,220
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,221
0.00390625,221
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,214
147,2
1,3
588,20
147,207
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,210
0.00390625,210
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,200
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,203
0.00390625,203
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,195
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,196
0.00390625,196
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,189
147,2
1,3
588,20
147,182
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,185
0.00390625,185
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,175
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,178
0.00390625,178
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,170
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,171
0.00390625,171
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,164
147,2
1,3
588,20
147,157
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,160
0.00390625,160
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,150
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,153
0.00390625,153
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,145
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,146
0.00390625,146
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,139
147,2
1,3
588,20
147,132
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,135
0.00390625,135
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,125
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,128
0.00390625,128
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,120
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,121
0.00390625,121
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,114
147,2
1,3
588,20
147,107
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,110
0.00390625,110
0.00390625,1
0.00390625,1
147,1
0.00390625,1
147,2
2.25,3
147,3
147,100
147,4
0.00390625,2
0.00390625,1
0.00390625,1
147,103
0.00390625,103
0.00390625,1
0.00390625,1
147,1
0.00390625,1
588,2
1,3
147,3
588,95
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,96
0.00390625,96
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,89
294,2
2,3
588,20
294,82
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,85
0.00390625,85
0.00390625,1
0.00390625,1
294,1
0.00390625,1
73.5,2
9,3
294,3
73.5,75
73.5,4
0.00390625,2
0.00390625,1
0.00390625,1
73.5,78
0.00390625,78
0.00390625,1
0.00390625,1
73.5,1
0.00390625,1
294,2
4,3
73.5,3
294,70
294,4
0.015625,2
0.0078125,1
0.0078125,1
294,71
0.0078125,71
0.0078125,1
0.0078125,1
294,1
0.0078125,1
294,2
294,2
8,3
588,19
294,2
294,4
0.015625,2
0.0078125,1
0.0078125,1
294,62
0.0078125,62
0.0078125,1
0.0078125,1
294,1
0.0078125,1
294,57
73.5,2
4,3
294,9
73.5,50
73.5,4
0.00390625,2
0.00390625,1
0.00390625,1
73.5,53
0.00390625,53
0.00390625,1
0.00390625,1
73.5,1
0.00390625,1
73.5,2
9,3
73.5,3
73.5,43
73.5,4
0.00390625,2
0.00390625,1
0.00390625,1
73.5,46
0.00390625,46
0.00390625,1
0.00390625,1
73.5,1
0.00390625,1
294,2
4,3
73.5,3
294,38
294,4
0.015625,2
0.0078125,1
0.0078125,1
294,39
0.0078125,39
0.0078125,1
0.0078125,1
294,1
0.0078125,1
294,2
294,32
73.5,2
4,3
294,20
73.5,25
73.5,4
0.00390625,2
0.00390625,1
0.00390625,1
73.5,28
0.00390625,28
0.00390625,1
0.00390625,1
73.5,1
0.00390625,1
73.5,2
9,3
73.5,3
73.5,18
73.5,4
0.00390625,2
0.00390625,1
0.00390625,1
73.5,21
0.00390625,21
0.00390625,1
0.00390625,1
73.5,1
0.00390625,1
294,2
4,3
73.5,3
294,13
294,4
0.015625,2
0.0078125,1
0.0078125,1
294,14
0.0078125,14
0.0078125,1
0.0078125,1
294,1
0.0078125,1
294,2
294,10
6,6
294,18
2.92969,2
6,3
7.8125,3
0.00390625,2
2.92969,5
0.109375,4
128,2
588.145,2
588.066,3
588.066,3
2940.07,2
588.145,2
