Tensor_id,ActiveTime,InactiveTime
2379,2,1297
2380,1,1298
2381,1,1298
2382,235,1064
2383,235,1064
2384,1,1298
2385,1,1298
2386,1,1298
2387,1,1298
2390,2,1297
2392,3,1296
2393,3,1296
2394,225,1074
2395,4,1295
2397,2,1297
2398,1,1298
2399,1,1298
2400,228,1071
2401,228,1071
2402,1,1298
2403,1,1298
2404,1,1298
2405,1,1298
2408,2,1297
2410,3,1296
2411,3,1296
2412,220,1079
2413,4,1295
2415,2,1297
2416,1,1298
2417,1,1298
2418,221,1078
2419,221,1078
2420,1,1298
2421,1,1298
2422,1,1298
2423,1,1298
2426,2,1297
2427,214,1085
2428,2,1297
2430,3,1296
2431,20,1279
2432,207,1092
2433,4,1295
2435,2,1297
2436,1,1298
2437,1,1298
2438,210,1089
2439,210,1089
2440,1,1298
2441,1,1298
2442,1,1298
2443,1,1298
2446,2,1297
2448,3,1296
2449,3,1296
2450,200,1099
2451,4,1295
2453,2,1297
2454,1,1298
2455,1,1298
2456,203,1096
2457,203,1096
2458,1,1298
2459,1,1298
2460,1,1298
2461,1,1298
2464,2,1297
2466,3,1296
2467,3,1296
2468,195,1104
2469,4,1295
2471,2,1297
2472,1,1298
2473,1,1298
2474,196,1103
2475,196,1103
2476,1,1298
2477,1,1298
2478,1,1298
2479,1,1298
2482,2,1297
2483,189,1110
2484,2,1297
2486,3,1296
2487,20,1279
2488,182,1117
2489,4,1295
2491,2,1297
2492,1,1298
2493,1,1298
2494,185,1114
2495,185,1114
2496,1,1298
2497,1,1298
2498,1,1298
2499,1,1298
2502,2,1297
2504,3,1296
2505,3,1296
2506,175,1124
2507,4,1295
2509,2,1297
2510,1,1298
2511,1,1298
2512,178,1121
2513,178,1121
2514,1,1298
2515,1,1298
2516,1,1298
2517,1,1298
2520,2,1297
2522,3,1296
2523,3,1296
2524,170,1129
2525,4,1295
2527,2,1297
2528,1,1298
2529,1,1298
2530,171,1128
2531,171,1128
2532,1,1298
2533,1,1298
2534,1,1298
2535,1,1298
2538,2,1297
2539,164,1135
2540,2,1297
2542,3,1296
2543,20,1279
2544,157,1142
2545,4,1295
2547,2,1297
2548,1,1298
2549,1,1298
2550,160,1139
2551,160,1139
2552,1,1298
2553,1,1298
2554,1,1298
2555,1,1298
2558,2,1297
2560,3,1296
2561,3,1296
2562,150,1149
2563,4,1295
2565,2,1297
2566,1,1298
2567,1,1298
2568,153,1146
2569,153,1146
2570,1,1298
2571,1,1298
2572,1,1298
2573,1,1298
2576,2,1297
2578,3,1296
2579,3,1296
2580,145,1154
2581,4,1295
2583,2,1297
2584,1,1298
2585,1,1298
2586,146,1153
2587,146,1153
2588,1,1298
2589,1,1298
2590,1,1298
2591,1,1298
2594,2,1297
2595,139,1160
2596,2,1297
2598,3,1296
2599,20,1279
2600,132,1167
2601,4,1295
2603,2,1297
2604,1,1298
2605,1,1298
2606,135,1164
2607,135,1164
2608,1,1298
2609,1,1298
2610,1,1298
2611,1,1298
2614,2,1297
2616,3,1296
2617,3,1296
2618,125,1174
2619,4,1295
2621,2,1297
2622,1,1298
2623,1,1298
2624,128,1171
2625,128,1171
2626,1,1298
2627,1,1298
2628,1,1298
2629,1,1298
2632,2,1297
2634,3,1296
2635,3,1296
2636,120,1179
2637,4,1295
2639,2,1297
2640,1,1298
2641,1,1298
2642,121,1178
2643,121,1178
2644,1,1298
2645,1,1298
2646,1,1298
2647,1,1298
2650,2,1297
2651,114,1185
2652,2,1297
2654,3,1296
2655,20,1279
2656,107,1192
2657,4,1295
2659,2,1297
2660,1,1298
2661,1,1298
2662,110,1189
2663,110,1189
2664,1,1298
2665,1,1298
2666,1,1298
2667,1,1298
2670,2,1297
2672,3,1296
2673,3,1296
2674,100,1199
2675,4,1295
2677,2,1297
2678,1,1298
2679,1,1298
2680,103,1196
2681,103,1196
2682,1,1298
2683,1,1298
2684,1,1298
2685,1,1298
2688,2,1297
2690,3,1296
2691,3,1296
2692,95,1204
2693,4,1295
2695,2,1297
2696,1,1298
2697,1,1298
2698,96,1203
2699,96,1203
2700,1,1298
2701,1,1298
2702,1,1298
2703,1,1298
2706,2,1297
2707,89,1210
2708,2,1297
2710,3,1296
2711,20,1279
2712,82,1217
2713,4,1295
2715,2,1297
2716,1,1298
2717,1,1298
2718,85,1214
2719,85,1214
2720,1,1298
2721,1,1298
2722,1,1298
2723,1,1298
2726,2,1297
2728,3,1296
2729,3,1296
2730,75,1224
2731,4,1295
2733,2,1297
2734,1,1298
2735,1,1298
2736,78,1221
2737,78,1221
2738,1,1298
2739,1,1298
2740,1,1298
2741,1,1298
2744,2,1297
2746,3,1296
2747,3,1296
2748,70,1229
2749,4,1295
2751,2,1297
2752,1,1298
2753,1,1298
2754,71,1228
2755,71,1228
2756,1,1298
2757,1,1298
2758,1,1298
2759,1,1298
2762,2,1297
2763,2,1297
2765,3,1296
2766,19,1280
2767,2,1297
2768,4,1295
2770,2,1297
2771,1,1298
2772,1,1298
2773,62,1237
2774,62,1237
2775,1,1298
2776,1,1298
2777,1,1298
2778,1,1298
2781,57,1242
2782,2,1297
2784,3,1296
2785,9,1290
2786,50,1249
2787,4,1295
2789,2,1297
2790,1,1298
2791,1,1298
2792,53,1246
2793,53,1246
2794,1,1298
2795,1,1298
2796,1,1298
2797,1,1298
2800,2,1297
2802,3,1296
2803,3,1296
2804,43,1256
2805,4,1295
2807,2,1297
2808,1,1298
2809,1,1298
2810,46,1253
2811,46,1253
2812,1,1298
2813,1,1298
2814,1,1298
2815,1,1298
2818,2,1297
2820,3,1296
2821,3,1296
2822,38,1261
2823,4,1295
2825,2,1297
2826,1,1298
2827,1,1298
2828,39,1260
2829,39,1260
2830,1,1298
2831,1,1298
2832,1,1298
2833,1,1298
2836,2,1297
2837,32,1267
2838,2,1297
2840,3,1296
2841,20,1279
2842,25,1274
2843,4,1295
2845,2,1297
2846,1,1298
2847,1,1298
2848,28,1271
2849,28,1271
2850,1,1298
2851,1,1298
2852,1,1298
2853,1,1298
2856,2,1297
2858,3,1296
2859,3,1296
2860,18,1281
2861,4,1295
2863,2,1297
2864,1,1298
2865,1,1298
2866,21,1278
2867,21,1278
2868,1,1298
2869,1,1298
2870,1,1298
2871,1,1298
2874,2,1297
2876,3,1296
2877,3,1296
2878,13,1286
2879,4,1295
2881,2,1297
2882,1,1298
2883,1,1298
2884,14,1285
2885,14,1285
2886,1,1298
2887,1,1298
2888,1,1298
2889,1,1298
2892,2,1297
2893,10,1289
2894,6,1293
2895,18,1281
2897,2,1297
2898,3,1296
2899,3,1296
2901,2,1297
2902,5,1294
2903,4,1295
2904,2,1297
2905,2,1297
2906,3,1296
2907,3,1296
2908,2,1297
2909,2,1297
2910,4,1295
2911,2,1297
2912,2,1297
2913,4,1295
2914,2,1297
2915,2,1297
2916,3,1296
2917,3,1296
2918,2,1297
2919,2,1297
2920,4,1295
2921,2,1297
2922,2,1297
2923,4,1295
2924,2,1297
2925,2,1297
2926,4,1295
2927,2,1297
2928,2,1297
2929,4,1295
2930,2,1297
2931,2,1297
2932,4,1295
2933,2,1297
2934,2,1297
2935,4,1295
2936,2,1297
2937,2,1297
2938,4,1295
2939,2,1297
2940,2,1297
2941,3,1296
2942,3,1296
2943,2,1297
2944,2,1297
2945,4,1295
2946,2,1297
2947,2,1297
2948,4,1295
2949,2,1297
2950,2,1297
2951,4,1295
2952,2,1297
2953,2,1297
2954,4,1295
2955,2,1297
2956,2,1297
2957,4,1295
2958,2,1297
2959,2,1297
2960,4,1295
2961,2,1297
2962,2,1297
2963,4,1295
2964,2,1297
2965,2,1297
2966,4,1295
2967,2,1297
2968,2,1297
2969,4,1295
2970,2,1297
2971,2,1297
2972,4,1295
2973,2,1297
2974,2,1297
2975,4,1295
2976,2,1297
2977,2,1297
2978,4,1295
2979,2,1297
2980,2,1297
2981,4,1295
2982,2,1297
2983,2,1297
2984,4,1295
2985,2,1297
2986,2,1297
2987,4,1295
2988,2,1297
2989,2,1297
2990,4,1295
2991,2,1297
2992,2,1297
2993,4,1295
2994,2,1297
2995,2,1297
2996,4,1295
2997,2,1297
2998,2,1297
2999,4,1295
3000,2,1297
3001,2,1297
3002,4,1295
3003,2,1297
3004,2,1297
3005,4,1295
3006,2,1297
3007,2,1297
3008,4,1295
3009,2,1297
3010,2,1297
3011,4,1295
3012,2,1297
3013,2,1297
3014,4,1295
3015,2,1297
3016,2,1297
3017,4,1295
3018,2,1297
3019,2,1297
3020,4,1295
3021,2,1297
3022,2,1297
3023,4,1295
3024,2,1297
3025,2,1297
3026,4,1295
3027,2,1297
3028,2,1297
3029,4,1295
3030,2,1297
3031,2,1297
3032,4,1295
3033,2,1297
3034,2,1297
3035,4,1295
3036,2,1297
3037,2,1297
3038,4,1295
3039,2,1297
3040,2,1297
3041,4,1295
3042,2,1297
3043,2,1297
3044,4,1295
3045,2,1297
3046,2,1297
3047,4,1295
3048,2,1297
3049,2,1297
3050,3,1296
3051,3,1296
3052,2,1297
3053,2,1297
3054,4,1295
3055,2,1297
3056,2,1297
3057,16,1283
3058,1,1298
3059,4,1295
3060,1,1298
3061,4,1295
3062,1,1298
3063,6,1293
3064,1,1298
3065,4,1295
3066,1,1298
3067,4,1295
3068,1,1298
3069,5,1294
3070,1,1298
3071,5,1294
3072,1,1298
3073,4,1295
3074,1,1298
3075,4,1295
3076,7,1292
3077,1,1298
3078,4,1295
3079,1,1298
3080,4,1295
3081,7,1292
3082,1,1298
3083,4,1295
3084,1,1298
3085,4,1295
3086,7,1292
3087,1,1298
3088,4,1295
3089,1,1298
3090,4,1295
3091,7,1292
3092,1,1298
3093,4,1295
3094,1,1298
3095,4,1295
3096,7,1292
3097,1,1298
3098,4,1295
3099,1,1298
3100,4,1295
3101,7,1292
3102,1,1298
3103,4,1295
3104,1,1298
3105,4,1295
3106,7,1292
3107,1,1298
3108,4,1295
3109,1,1298
3110,4,1295
3111,7,1292
3112,1,1298
3113,4,1295
3114,1,1298
3115,4,1295
3116,7,1292
3117,1,1298
3118,4,1295
3119,1,1298
3120,4,1295
3121,7,1292
3122,1,1298
3123,4,1295
3124,1,1298
3125,4,1295
3126,7,1292
3127,1,1298
3128,4,1295
3129,1,1298
3130,4,1295
3131,7,1292
3132,1,1298
3133,4,1295
3134,1,1298
3135,4,1295
3136,7,1292
3137,1,1298
3138,4,1295
3139,1,1298
3140,4,1295
3141,7,1292
3142,1,1298
3143,4,1295
3144,1,1298
3145,4,1295
3146,7,1292
3147,1,1298
3148,4,1295
3149,1,1298
3150,4,1295
3151,7,1292
3152,1,1298
3153,4,1295
3154,1,1298
3155,4,1295
3156,7,1292
3157,1,1298
3158,4,1295
3159,1,1298
3160,4,1295
3161,7,1292
3162,1,1298
3163,4,1295
3164,1,1298
3165,4,1295
3166,7,1292
3167,1,1298
3168,4,1295
3169,1,1298
3170,4,1295
3171,7,1292
3172,1,1298
3173,4,1295
3174,1,1298
3175,4,1295
3176,7,1292
3177,1,1298
3178,4,1295
3179,1,1298
3180,4,1295
3181,7,1292
3182,1,1298
3183,4,1295
3184,1,1298
3185,4,1295
3186,7,1292
3187,1,1298
3188,4,1295
3189,1,1298
3190,4,1295
3191,7,1292
3192,1,1298
3193,4,1295
3194,1,1298
3195,4,1295
3196,7,1292
3197,1,1298
3198,4,1295
3199,1,1298
3200,4,1295
3201,7,1292
3202,1,1298
3203,4,1295
3204,1,1298
3205,4,1295
3206,7,1292
3207,1,1298
3208,4,1295
3209,1,1298
3210,4,1295
3211,7,1292
3212,1,1298
3213,4,1295
3214,1,1298
3215,4,1295
3216,7,1292
3217,1,1298
3218,4,1295
3219,1,1298
3220,4,1295
3221,7,1292
3222,1,1298
3223,4,1295
3224,1,1298
3225,4,1295
3226,7,1292
3227,1,1298
3228,4,1295
3229,1,1298
3230,4,1295
3231,7,1292
3232,1,1298
3233,4,1295
3234,1,1298
3235,4,1295
3236,7,1292
3237,1,1298
3238,4,1295
3239,1,1298
3240,4,1295
3241,7,1292
3242,1,1298
3243,4,1295
3244,1,1298
3245,4,1295
3246,7,1292
3247,1,1298
3248,4,1295
3249,1,1298
3250,4,1295
3251,6,1293
3252,1,1298
3253,5,1294
3254,1,1298
3255,4,1295
3256,1,1298
3257,4,1295
3258,7,1292
3259,1,1298
3260,4,1295
3261,1,1298
3262,4,1295
3263,1,1298
3264,6,1293
3265,1,1298
3266,4,1295
3267,1,1298
3268,4,1295
3269,1,1298
3270,6,1293
3271,1,1298
3272,4,1295
3273,1,1298
3274,4,1295
3275,1,1298
3276,6,1293
3277,1,1298
3278,4,1295
3279,1,1298
3280,4,1295
3281,1,1298
3282,6,1293
3283,1,1298
3284,4,1295
3285,1,1298
3286,4,1295
3287,1,1298
3288,6,1293
3289,1,1298
3290,4,1295
3291,1,1298
3292,4,1295
3293,1,1298
3294,6,1293
3295,1,1298
3296,4,1295
3297,1,1298
3298,4,1295
3299,1,1298
3300,5,1294
3301,1,1298
3302,5,1294
3303,1,1298
3304,4,1295
3305,1,1298
3306,4,1295
3307,1,1298
3308,6,1293
3309,1,1298
3310,4,1295
3311,1,1298
3312,4,1295
3313,1,1298
3314,6,1293
3315,1,1298
3316,4,1295
3317,1,1298
3318,4,1295
3319,1,1298
3320,5,1294
3321,1,1298
3322,5,1294
3323,1,1298
3324,4,1295
3325,1,1298
3326,4,1295
3327,1,1298
3328,7,1292
3329,3,1296
