Size_MB,Lifetime
1960,2
0.25,3
490,3
1960,1077
1960,4
0.00390625,2
0.00390625,1
0.00390625,1
1960,1078
0.00390625,1078
0.00390625,1
0.00390625,1
1960,1
0.00390625,1
1960,2
1960,1071
490,2
0.25,3
1960,20
490,1064
490,4
0.00390625,2
0.00390625,1
0.00390625,1
490,1067
0.00390625,1067
0.00390625,1
0.00390625,1
490,1
0.00390625,1
490,2
0.5625,3
490,3
490,1057
490,4
0.00390625,2
0.00390625,1
0.00390625,1
490,1060
0.00390625,1060
0.00390625,1
0.00390625,1
490,1
0.00390625,1
1960,2
0.25,3
490,3
1960,1052
1960,4
0.00390625,2
0.00390625,1
0.00390625,1
1960,1053
0.00390625,1053
0.00390625,1
0.00390625,1
1960,1
0.00390625,1
1960,2
1960,1046
490,2
0.25,3
1960,20
490,1039
490,4
0.00390625,2
0.00390625,1
0.00390625,1
490,1042
0.00390625,1042
0.00390625,1
0.00390625,1
490,1
0.00390625,1
490,2
0.5625,3
490,3
490,1032
490,4
0.00390625,2
0.00390625,1
0.00390625,1
490,1035
0.00390625,1035
0.00390625,1
0.00390625,1
490,1
0.00390625,1
1960,2
0.25,3
490,3
1960,1027
1960,4
0.00390625,2
0.00390625,1
0.00390625,1
1960,1028
0.00390625,1028
0.00390625,1
0.00390625,1
1960,1
0.00390625,1
1960,2
1960,1021
490,2
0.25,3
1960,20
490,1014
490,4
0.00390625,2
0.00390625,1
0.00390625,1
490,1017
0.00390625,1017
0.00390625,1
0.00390625,1
490,1
0.00390625,1
490,2
0.5625,3
490,3
490,1007
490,4
0.00390625,2
0.00390625,1
0.00390625,1
490,1010
0.00390625,1010
0.00390625,1
0.00390625,1
490,1
0.00390625,1
1960,2
0.25,3
490,3
1960,1002
1960,4
0.00390625,2
0.00390625,1
0.00390625,1
1960,1003
0.00390625,1003
0.00390625,1
0.00390625,1
1960,1
0.00390625,1
1960,2
1960,996
980,2
0.5,3
1960,20
980,989
980,4
0.00390625,2
0.00390625,1
0.00390625,1
980,992
0.00390625,992
0.00390625,1
0.00390625,1
980,1
0.00390625,1
245,2
2.25,3
980,3
245,982
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,985
0.00390625,985
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,977
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,978
0.00390625,978
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,2
2,3
1960,19
980,2
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,969
0.00390625,969
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,964
245,2
1,3
980,9
245,957
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,960
0.00390625,960
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,950
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,953
0.00390625,953
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,945
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,946
0.00390625,946
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,939
245,2
1,3
980,20
245,932
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,935
0.00390625,935
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,925
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,928
0.00390625,928
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,920
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,921
0.00390625,921
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,914
245,2
1,3
980,20
245,907
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,910
0.00390625,910
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,900
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,903
0.00390625,903
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,895
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,896
0.00390625,896
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,889
245,2
1,3
980,20
245,882
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,885
0.00390625,885
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,875
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,878
0.00390625,878
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,870
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,871
0.00390625,871
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,864
245,2
1,3
980,20
245,857
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,860
0.00390625,860
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,850
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,853
0.00390625,853
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,845
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,846
0.00390625,846
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,839
245,2
1,3
980,20
245,832
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,835
0.00390625,835
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,825
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,828
0.00390625,828
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,820
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,821
0.00390625,821
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,814
245,2
1,3
980,20
245,807
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,810
0.00390625,810
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,800
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,803
0.00390625,803
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,795
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,796
0.00390625,796
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,789
245,2
1,3
980,20
245,782
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,785
0.00390625,785
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,775
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,778
0.00390625,778
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,770
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,771
0.00390625,771
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,764
245,2
1,3
980,20
245,757
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,760
0.00390625,760
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,750
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,753
0.00390625,753
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,745
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,746
0.00390625,746
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,739
245,2
1,3
980,20
245,732
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,735
0.00390625,735
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,725
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,728
0.00390625,728
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,720
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,721
0.00390625,721
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,714
245,2
1,3
980,20
245,707
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,710
0.00390625,710
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,700
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,703
0.00390625,703
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,695
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,696
0.00390625,696
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,689
245,2
1,3
980,20
245,682
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,685
0.00390625,685
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,675
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,678
0.00390625,678
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,670
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,671
0.00390625,671
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,664
245,2
1,3
980,20
245,657
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,660
0.00390625,660
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,650
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,653
0.00390625,653
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,645
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,646
0.00390625,646
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,639
245,2
1,3
980,20
245,632
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,635
0.00390625,635
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,625
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,628
0.00390625,628
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,620
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,621
0.00390625,621
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,614
245,2
1,3
980,20
245,607
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,610
0.00390625,610
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,600
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,603
0.00390625,603
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,595
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,596
0.00390625,596
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,589
245,2
1,3
980,20
245,582
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,585
0.00390625,585
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,575
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,578
0.00390625,578
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,570
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,571
0.00390625,571
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,564
245,2
1,3
980,20
245,557
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,560
0.00390625,560
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,550
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,553
0.00390625,553
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,545
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,546
0.00390625,546
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,539
245,2
1,3
980,20
245,532
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,535
0.00390625,535
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,525
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,528
0.00390625,528
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,520
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,521
0.00390625,521
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,514
245,2
1,3
980,20
245,507
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,510
0.00390625,510
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,500
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,503
0.00390625,503
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,495
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,496
0.00390625,496
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,489
245,2
1,3
980,20
245,482
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,485
0.00390625,485
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,475
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,478
0.00390625,478
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,470
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,471
0.00390625,471
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,464
245,2
1,3
980,20
245,457
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,460
0.00390625,460
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,450
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,453
0.00390625,453
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,445
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,446
0.00390625,446
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,439
245,2
1,3
980,20
245,432
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,435
0.00390625,435
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,425
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,428
0.00390625,428
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,420
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,421
0.00390625,421
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,414
245,2
1,3
980,20
245,407
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,410
0.00390625,410
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,400
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,403
0.00390625,403
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,395
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,396
0.00390625,396
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,389
245,2
1,3
980,20
245,382
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,385
0.00390625,385
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,375
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,378
0.00390625,378
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,370
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,371
0.00390625,371
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,364
245,2
1,3
980,20
245,357
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,360
0.00390625,360
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,350
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,353
0.00390625,353
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,345
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,346
0.00390625,346
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,339
245,2
1,3
980,20
245,332
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,335
0.00390625,335
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,325
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,328
0.00390625,328
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,320
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,321
0.00390625,321
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,314
245,2
1,3
980,20
245,307
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,310
0.00390625,310
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,300
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,303
0.00390625,303
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,295
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,296
0.00390625,296
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,289
245,2
1,3
980,20
245,282
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,285
0.00390625,285
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,275
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,278
0.00390625,278
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,270
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,271
0.00390625,271
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,264
245,2
1,3
980,20
245,257
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,260
0.00390625,260
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,250
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,253
0.00390625,253
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,245
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,246
0.00390625,246
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,239
245,2
1,3
980,20
245,232
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,235
0.00390625,235
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,225
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,228
0.00390625,228
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,220
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,221
0.00390625,221
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,214
245,2
1,3
980,20
245,207
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,210
0.00390625,210
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,200
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,203
0.00390625,203
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,195
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,196
0.00390625,196
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,189
245,2
1,3
980,20
245,182
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,185
0.00390625,185
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,175
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,178
0.00390625,178
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,170
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,171
0.00390625,171
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,164
245,2
1,3
980,20
245,157
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,160
0.00390625,160
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,150
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,153
0.00390625,153
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,145
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,146
0.00390625,146
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,139
245,2
1,3
980,20
245,132
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,135
0.00390625,135
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,125
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,128
0.00390625,128
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,120
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,121
0.00390625,121
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,114
245,2
1,3
980,20
245,107
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,110
0.00390625,110
0.00390625,1
0.00390625,1
245,1
0.00390625,1
245,2
2.25,3
245,3
245,100
245,4
0.00390625,2
0.00390625,1
0.00390625,1
245,103
0.00390625,103
0.00390625,1
0.00390625,1
245,1
0.00390625,1
980,2
1,3
245,3
980,95
980,4
0.0078125,2
0.00390625,1
0.00390625,1
980,96
0.00390625,96
0.00390625,1
0.00390625,1
980,1
0.00390625,1
980,2
980,89
490,2
2,3
980,20
490,82
490,4
0.00390625,2
0.00390625,1
0.00390625,1
490,85
0.00390625,85
0.00390625,1
0.00390625,1
490,1
0.00390625,1
122.5,2
9,3
490,3
122.5,75
122.5,4
0.00390625,2
0.00390625,1
0.00390625,1
122.5,78
0.00390625,78
0.00390625,1
0.00390625,1
122.5,1
0.00390625,1
490,2
4,3
122.5,3
490,70
490,4
0.015625,2
0.0078125,1
0.0078125,1
490,71
0.0078125,71
0.0078125,1
0.0078125,1
490,1
0.0078125,1
490,2
490,2
8,3
980,19
490,2
490,4
0.015625,2
0.0078125,1
0.0078125,1
490,62
0.0078125,62
0.0078125,1
0.0078125,1
490,1
0.0078125,1
490,57
122.5,2
4,3
490,9
122.5,50
122.5,4
0.00390625,2
0.00390625,1
0.00390625,1
122.5,53
0.00390625,53
0.00390625,1
0.00390625,1
122.5,1
0.00390625,1
122.5,2
9,3
122.5,3
122.5,43
122.5,4
0.00390625,2
0.00390625,1
0.00390625,1
122.5,46
0.00390625,46
0.00390625,1
0.00390625,1
122.5,1
0.00390625,1
490,2
4,3
122.5,3
490,38
490,4
0.015625,2
0.0078125,1
0.0078125,1
490,39
0.0078125,39
0.0078125,1
0.0078125,1
490,1
0.0078125,1
490,2
490,32
122.5,2
4,3
490,20
122.5,25
122.5,4
0.00390625,2
0.00390625,1
0.00390625,1
122.5,28
0.00390625,28
0.00390625,1
0.00390625,1
122.5,1
0.00390625,1
122.5,2
9,3
122.5,3
122.5,18
122.5,4
0.00390625,2
0.00390625,1
0.00390625,1
122.5,21
0.00390625,21
0.00390625,1
0.00390625,1
122.5,1
0.00390625,1
490,2
4,3
122.5,3
490,13
490,4
0.015625,2
0.0078125,1
0.0078125,1
490,14
0.0078125,14
0.0078125,1
0.0078125,1
490,1
0.0078125,1
490,2
490,10
10,6
490,18
4.88281,2
10,3
7.8125,3
0.00390625,2
4.88281,5
0.109375,4
128,2
980.145,2
980.066,3
980.066,3
4900.07,2
980.145,2
