Size_MB,Lifetime
96,3
96,2
0.125,850
0.125,2
96,846
96,4
96,2
96,844
96,3
0.125,2
96,2
0.125,2
0.125,841
0.125,2
0.125,837
0.125,2
0.125,3
96,835
0.125,2
96,834
96,9
96,2
96,2
96,5
96,2
96,822
96,4
96,2
384,2
96,4
9,3
384,817
384,4
384,2
384,813
384,2
96,2
384,3
9,3
96,2
96,4
96,2
96,805
96,2
96,13
0.125,2
96,3
96,2
0.125,802
0.125,2
96,798
96,4
96,2
96,796
96,3
0.125,2
96,2
0.125,2
0.125,793
0.125,2
0.125,789
0.125,2
0.125,3
96,787
0.125,2
96,786
96,9
96,2
96,2
96,5
96,2
96,774
96,4
96,2
288,2
96,4
6.75,3
96,768
288,4
288,2
192,2
96,4
96,2
192,763
192,5
192,2
192,759
192,3
192,362
192,757
192,2
2.25,752
192,3
96,9
96,2
96,3
2.25,4
96,2
96,4
96,2
96,744
96,2
96,22
0.125,2
96,3
96,2
0.125,741
0.125,2
96,737
96,4
96,2
96,735
96,3
0.125,2
96,2
0.125,2
0.125,732
0.125,2
0.125,728
0.125,2
0.125,3
96,726
0.125,2
96,725
96,9
96,2
96,2
96,5
96,2
96,713
96,4
96,2
384,2
96,4
9,3
384,708
384,4
384,2
384,704
384,2
96,2
384,3
9,3
96,2
96,4
96,2
96,696
96,2
96,13
0.125,2
96,3
96,2
0.125,693
0.125,2
96,689
96,4
96,2
96,687
96,3
0.125,2
96,2
0.125,2
0.125,684
0.125,2
0.125,680
0.125,2
0.125,3
96,678
0.125,2
96,677
96,9
96,2
96,2
96,5
96,2
96,665
96,4
96,2
288,2
96,4
6.75,3
96,659
288,4
288,2
192,2
96,4
96,2
192,654
192,5
192,2
192,650
192,3
192,433
192,648
192,2
2.25,643
192,3
96,9
96,2
96,3
2.25,4
96,2
96,4
96,2
96,635
96,2
96,22
0.125,2
96,3
96,2
0.125,632
0.125,2
96,628
96,4
96,2
96,626
96,3
0.125,2
96,2
0.125,2
0.125,623
0.125,2
0.125,619
0.125,2
0.125,3
96,617
0.125,2
96,616
96,9
96,2
96,2
96,5
96,2
96,604
96,4
96,2
384,2
96,4
9,3
384,599
384,4
384,2
384,595
384,2
96,2
384,3
9,3
96,2
96,4
96,2
96,587
96,2
96,13
0.125,2
96,3
96,2
0.125,584
0.125,2
96,580
96,4
96,2
96,578
96,3
0.125,2
96,2
0.125,2
0.125,575
0.125,2
0.125,571
0.125,2
0.125,3
96,569
0.125,2
96,568
96,9
96,2
96,2
96,5
96,2
96,556
96,4
96,2
288,2
96,4
6.75,3
96,550
288,4
288,2
192,2
96,4
96,2
192,545
192,5
192,2
192,541
192,3
192,504
192,539
192,2
2.25,534
192,3
96,9
96,2
96,3
2.25,4
96,2
96,4
96,2
96,526
96,2
96,22
0.125,2
96,3
96,2
0.125,523
0.125,2
96,519
96,4
96,2
96,517
96,3
0.125,2
96,2
0.125,2
0.125,514
0.125,2
0.125,510
0.125,2
0.125,3
96,508
0.125,2
96,507
96,9
96,2
96,2
96,5
96,2
96,495
96,4
96,2
384,2
96,4
9,3
384,490
384,4
384,2
384,486
384,2
96,2
384,3
9,3
96,2
96,4
96,2
96,478
96,2
96,13
0.125,2
96,3
96,2
0.125,475
0.125,2
96,471
96,4
96,2
96,469
96,3
0.125,2
96,2
0.125,2
0.125,466
0.125,2
0.125,462
0.125,2
0.125,3
96,460
0.125,2
96,459
96,9
96,2
96,2
96,5
96,2
96,447
96,4
96,2
288,2
96,4
6.75,3
96,441
288,4
288,2
192,2
96,4
96,2
192,436
192,5
192,2
192,432
192,3
192,575
192,430
192,2
2.25,425
192,3
96,9
96,2
96,3
2.25,4
96,2
96,4
96,2
96,417
96,2
96,22
0.125,2
96,3
96,2
0.125,414
0.125,2
96,410
96,4
96,2
96,408
96,3
0.125,2
96,2
0.125,2
0.125,405
0.125,2
0.125,401
0.125,2
0.125,3
96,399
0.125,2
96,398
96,9
96,2
96,2
96,5
96,2
96,386
96,4
96,2
384,2
96,4
9,3
384,381
384,4
384,2
384,377
384,2
96,2
384,3
9,3
96,2
96,4
96,2
96,369
96,2
96,13
0.125,2
96,3
96,2
0.125,366
0.125,2
96,362
96,4
96,2
96,360
96,3
0.125,2
96,2
0.125,2
0.125,357
0.125,2
0.125,353
0.125,2
0.125,3
96,351
0.125,2
96,350
96,9
96,2
96,2
96,5
96,2
96,338
96,4
96,2
288,2
96,4
6.75,3
96,332
288,4
288,2
192,2
96,4
96,2
192,327
192,5
192,2
192,323
192,3
192,646
192,321
192,2
2.25,316
192,3
96,9
96,2
96,3
2.25,4
96,2
96,4
96,2
96,308
96,2
96,22
0.125,2
96,3
96,2
0.125,305
0.125,2
96,301
96,4
96,2
96,299
96,3
0.125,2
96,2
0.125,2
0.125,296
0.125,2
0.125,292
0.125,2
0.125,3
96,290
0.125,2
96,289
96,9
96,2
96,2
96,5
96,2
96,277
96,4
96,2
384,2
96,4
9,3
384,272
384,4
384,2
384,268
384,2
96,2
384,3
9,3
96,2
96,4
96,2
96,260
96,2
96,13
0.125,2
96,3
96,2
0.125,257
0.125,2
96,253
96,4
96,2
96,251
96,3
0.125,2
96,2
0.125,2
0.125,248
0.125,2
0.125,244
0.125,2
0.125,3
96,242
0.125,2
96,241
96,9
96,2
96,2
96,5
96,2
96,229
96,4
96,2
288,2
96,4
6.75,3
96,223
288,4
288,2
192,2
96,4
96,2
192,218
192,5
192,2
192,214
192,3
192,717
192,212
192,2
2.25,207
192,3
96,9
96,2
96,3
2.25,4
96,2
96,4
96,2
96,199
96,2
96,22
0.125,2
96,3
96,2
0.125,196
0.125,2
96,192
96,4
96,2
96,190
96,3
0.125,2
96,2
0.125,2
0.125,187
0.125,2
0.125,183
0.125,2
0.125,3
96,181
0.125,2
96,180
96,9
96,2
96,2
96,5
96,2
96,168
96,4
96,2
384,2
96,4
9,3
384,163
384,4
384,2
384,159
384,2
96,2
384,3
9,3
96,2
96,4
96,2
96,151
96,2
96,13
0.125,2
96,3
96,2
0.125,148
0.125,2
96,144
96,4
96,2
96,142
96,3
0.125,2
96,2
0.125,2
0.125,139
0.125,2
0.125,135
0.125,2
0.125,3
96,133
0.125,2
96,132
96,9
96,2
96,2
96,5
96,2
96,120
96,4
96,2
288,2
96,4
6.75,3
96,114
288,4
288,2
192,2
96,4
96,2
192,109
192,5
192,2
192,105
192,3
192,788
192,103
192,2
2.25,98
192,3
96,9
96,2
96,3
2.25,4
96,2
96,4
96,2
96,90
96,2
96,22
0.125,2
96,3
96,2
0.125,87
0.125,2
96,83
96,4
96,2
96,81
96,3
0.125,2
96,2
0.125,2
0.125,78
0.125,2
0.125,74
0.125,2
0.125,3
96,72
0.125,2
96,71
96,9
96,2
96,2
96,5
96,2
96,59
96,4
96,2
384,2
96,4
9,3
384,54
384,4
384,2
384,50
384,2
96,2
384,3
9,3
96,2
96,4
96,2
96,42
96,2
96,13
0.125,2
96,3
96,2
0.125,39
0.125,2
96,35
96,4
96,2
96,33
96,3
0.125,2
96,2
0.125,2
0.125,30
0.125,2
0.125,26
0.125,2
0.125,3
96,24
0.125,2
96,23
96,9
96,2
96,2
96,5
96,2
96,13
96,4
96,2
0.75,9
96,3
0.00390625,2
0.75,2
0.75,3
2.25,3
0.75,4
0.75,4
0.75,2
0.75,2
0.75,2
0.75,2
