Size_MB,Lifetime
294,1297
1568,2
0.0390625,3
294,1
1568,1292
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1293
0.00390625,1293
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
392,1285
1568,2
392,2
0.015625,3
392,4
392,1278
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1281
0.00390625,1281
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
0.140625,3
392,3
392,1271
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1274
0.00390625,1274
0.00390625,1
0.00390625,1
392,1
0.00390625,1
1568,2
0.0625,3
392,3
1568,1266
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1267
0.00390625,1267
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
1568,2
0.0625,3
392,19
1568,2
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1258
0.00390625,1258
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,1253
392,2
0.0625,3
1568,9
392,1246
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1249
0.00390625,1249
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
0.140625,3
392,3
392,1239
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1242
0.00390625,1242
0.00390625,1
0.00390625,1
392,1
0.00390625,1
1568,2
0.0625,3
392,3
1568,1234
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1235
0.00390625,1235
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
1568,1228
392,2
0.0625,3
1568,20
392,1221
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1224
0.00390625,1224
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
0.140625,3
392,3
392,1214
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1217
0.00390625,1217
0.00390625,1
0.00390625,1
392,1
0.00390625,1
1568,2
0.0625,3
392,3
1568,1209
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1210
0.00390625,1210
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
1568,1203
784,2
0.125,3
1568,20
784,1196
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,1199
0.00390625,1199
0.00390625,1
0.00390625,1
784,1
0.00390625,1
196,2
0.5625,3
784,3
196,1189
196,4
0.00390625,2
0.00390625,1
0.00390625,1
196,1192
0.00390625,1192
0.00390625,1
0.00390625,1
196,1
0.00390625,1
784,2
0.25,3
196,3
784,1184
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,1185
0.00390625,1185
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
0.5,3
1568,19
784,2
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,1176
0.00390625,1176
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,1171
196,2
0.25,3
784,9
196,1164
196,4
0.00390625,2
0.00390625,1
0.00390625,1
196,1167
0.00390625,1167
0.00390625,1
0.00390625,1
196,1
0.00390625,1
196,2
0.5625,3
196,3
196,1157
196,4
0.00390625,2
0.00390625,1
0.00390625,1
196,1160
0.00390625,1160
0.00390625,1
0.00390625,1
196,1
0.00390625,1
784,2
0.25,3
196,3
784,1152
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,1153
0.00390625,1153
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,1146
196,2
0.25,3
784,20
196,1139
196,4
0.00390625,2
0.00390625,1
0.00390625,1
196,1142
0.00390625,1142
0.00390625,1
0.00390625,1
196,1
0.00390625,1
196,2
0.5625,3
196,3
196,1132
196,4
0.00390625,2
0.00390625,1
0.00390625,1
196,1135
0.00390625,1135
0.00390625,1
0.00390625,1
196,1
0.00390625,1
784,2
0.25,3
196,3
784,1127
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,1128
0.00390625,1128
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,1121
196,2
0.25,3
784,20
196,1114
196,4
0.00390625,2
0.00390625,1
0.00390625,1
196,1117
0.00390625,1117
0.00390625,1
0.00390625,1
196,1
0.00390625,1
196,2
0.5625,3
196,3
196,1107
196,4
0.00390625,2
0.00390625,1
0.00390625,1
196,1110
0.00390625,1110
0.00390625,1
0.00390625,1
196,1
0.00390625,1
784,2
0.25,3
196,3
784,1102
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,1103
0.00390625,1103
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,1096
196,2
0.25,3
784,20
196,1089
196,4
0.00390625,2
0.00390625,1
0.00390625,1
196,1092
0.00390625,1092
0.00390625,1
0.00390625,1
196,1
0.00390625,1
196,2
0.5625,3
196,3
196,1082
196,4
0.00390625,2
0.00390625,1
0.00390625,1
196,1085
0.00390625,1085
0.00390625,1
0.00390625,1
196,1
0.00390625,1
784,2
0.25,3
196,3
784,1077
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,1078
0.00390625,1078
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,1071
196,2
0.25,3
784,20
196,1064
196,4
0.00390625,2
0.00390625,1
0.00390625,1
196,1067
0.00390625,1067
0.00390625,1
0.00390625,1
196,1
0.00390625,1
196,2
0.5625,3
196,3
196,1057
196,4
0.00390625,2
0.00390625,1
0.00390625,1
196,1060
0.00390625,1060
0.00390625,1
0.00390625,1
196,1
0.00390625,1
784,2
0.25,3
196,3
784,1052
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,1053
0.00390625,1053
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,1046
196,2
0.25,3
784,20
196,1039
196,4
0.00390625,2
0.00390625,1
0.00390625,1
196,1042
0.00390625,1042
0.00390625,1
0.00390625,1
196,1
0.00390625,1
196,2
0.5625,3
196,3
196,1032
196,4
0.00390625,2
0.00390625,1
0.00390625,1
196,1035
0.00390625,1035
0.00390625,1
0.00390625,1
196,1
0.00390625,1
784,2
0.25,3
196,3
784,1027
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,1028
0.00390625,1028
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,1021
196,2
0.25,3
